app_id,frequency
dd7e5715,124
de0a2044,2
de280183,1
de81c0d0,3
df9d1a37,21
e07cc7c7,3
e0f3ad46,10
e1523423,912
e15c7b48,3
e1f3ccb0,267
e1f5dfb4,8
e27fc368,2
e2a46ef1,1561
e2b322ed,77
e35bdb6f,4
e36e1baa,1795
e3eecb2b,12
e40271a4,7
e656aec4,8
e6750cda,11
e69a444c,13645
e72e31f1,1
e818ad7d,8
e82dcc9c,1
e82f7ec7,1
e83352fd,2
e8c5baf3,2
e8eed1cc,7
e975a87e,3657
e9d4e554,8
eb486c72,4
eb5c8513,1
ebbe5425,2
ec83eb8e,1
ed0a9678,2
edb6a034,13
ee270969,1
ee275343,2
ee537c59,5
ef0ff655,1479
ef97067a,1
f049bb1f,3
f0de5819,1
f1a97225,244
f1a9b2eb,1
f1cd0776,9002
f1efd1b9,8
f23b000f,81
f2555b66,160
f2c3d72b,19
f3585cbd,10
f3654eba,2
f3659bb6,2
f3e45a1a,12
f41b2b51,124
f43731f6,9
f4a958cf,73
f4adceaa,1
f4bbc57c,1
f517be06,1
f59a9ed7,483
f5a9cc98,3
f5c0aa74,71
f66f1379,2
f741e0d9,7
f74b812d,645
f75b96b7,1
f888bf4c,104413
f990b3a0,2
fab0dadb,1
fbe88832,28
fc18bf60,179
fc5d8cd0,1
fcb2db8a,30
fcc1853f,1
fcd16efe,8
fd389fc1,2
fed1c10a,11
ffdc498e,8
00110ae2,27
00119fc5,2
0176b460,29
01b476b0,1
022a9a34,1
0244ba88,1
027bb4d7,12
02c8b663,1
03563e72,1
0489d0aa,1
04e2368a,4259
04f2be5f,52681
04f77bc4,1
05085540,1
05d0c9d5,95
062ef32a,25
0696e0fb,2
06b74255,14
06b870d4,1
06ef0828,6831
086d1ac0,11
0870dcd8,2
0883a7d4,1
09ee80af,2827
0a0b860c,25
0a237cf9,1328
0b02e30f,23
0b03612f,1
0b4bddc1,6
0b67b3d2,1
0b9e769a,9
0bbbd266,33
0bcaa80a,4
0c2b051c,10
0cb1a3c7,1
0d0a4e3e,3
0d50fd9b,4102
0d623a62,2
0f6b837c,137
0fc59826,8
102249dc,2
103190e5,29
1041632b,72
10e066ef,15
10f03a50,1
113c58a9,90
1178e07f,25
118a588c,1
1265ba77,135
13011006,20
13353656,3941
13611500,3
13684a79,13997
148599a2,11
14e8545a,1
154f377f,42
15c0c4f0,8
162b66be,26
16b97396,1
16cd05bf,18
17ba8569,1
17bfc7eb,10
19fe1a4c,18
1a35ee3b,134
1a52a310,11
1a831649,371
1a99732a,2
1adc13f3,3
1b288c4b,13
1b82436b,69
1c1b3fd8,31
1cd03d85,23
1ce8cc4f,1
1d40c53a,2
1eb9706c,33
1f53c543,56
21530b56,21
21705236,1
2178c85d,3
22dc0315,20
2317b165,1
2322ac5d,19
24258780,1083
2434b80a,4
24607fb7,2
25142571,3
251b8e2e,1
26d711d5,57
26dcd753,12
26fbdeaf,75
273d6db9,1
27ad5c24,5
27b573c9,1
285a3820,12
285e24f6,2
286f4d15,7
28fb8271,7
29261b93,1
29900f91,32
2b570f52,151
2bf8241b,14
2c6f5c4d,4243
2ca345e9,1204
2dac508a,66
2dd02289,1155
2dd0e6c1,41
2ff5b2ed,5
30063edb,423
30d196d0,6
31341865,2
3136f8e1,129
31a2ac46,33
31a3b44b,1
31b1a3ec,15
322639cc,10
3278736a,2
330703b5,1
3326c70c,10
338517ba,3
339211d6,3
33a1e64c,1
33f652f5,4
345013c6,13
34ad8a71,1
34df929d,3
37028fa7,217
37060d0d,44
3817bec7,756
3907e369,526
39184b18,7
3962f117,1
3a7ba52f,5
3b443c0d,8
3bacb4d1,6
3ca431a2,3
3cac0168,1
3cd2c80c,17
3ce13350,4
3d7881ec,3
3d84b509,35
3db87015,1
3dc1b49c,14
3ebe76e6,3685
3ec1081c,7
3f94d062,5107
40028a18,1
429f967f,2
432f06b5,166
433fee63,1
43a9a826,8
43ca13da,49
43ce98c6,4
44aeb94f,43
4566a808,10
45ecaffc,1
473a2cec,14
47b54abc,1
48476725,7207
494c0201,1
4a895175,795
4ba58cff,1
4bd18a87,1
4c3ecc5c,1
4c6d8be9,2
4d58b50b,2
4dedb43a,4
4e193446,6
4eb13342,3
4eeedb35,93
4fb257fe,58
4fd038b0,3
506ed09d,5
507cf9c2,2
50f2ee74,55
51e2b202,84
51ffd26b,11
520ce22e,3
5272ec2c,1
53712133,10
53b8358f,63
53c84dd4,1
541e0704,6
5428ad12,1
54993997,1
54c1a6e5,3
5500f361,2
55ac0939,2
5687fe4f,33
56a44a54,73
56df4776,3
571cecfd,34
572bf9b0,4
58b17a14,33
58f01455,78
590585bd,1
592a665c,2
5a01ed7e,1
5a82fca1,47
5a8c13b1,1580
5b22fb00,4
5c30c9fd,941
5c4ef273,7
5c9f348b,2
5cb4d175,8
5cd909d9,23
5cdd3cb7,20
5ddca540,3
5e87e599,539
5e9f2333,3
5ebb8c06,6
5eed4b6f,5
5f19f19f,278
5f4bc969,4
5f7cf815,2
5f7fdd65,4
5f8f6c12,1045
5fe5be84,79
6078075b,4
6159958b,5
62487d02,2
62a027ed,99
6317371a,7
63e3c862,1803
63f5fb8f,2
643e0f88,364
644cb0b0,723
65227113,11
654dfa8c,4
6605a5e7,11
666d620d,4
669e6377,9
67c350bb,22
68fc3f8d,5
692bb206,9
69bfabf4,1
6a1fb23c,1
6aa10f01,1
6ad291d0,8
6adaaee8,3
6aedad47,1
6b233131,9
6b451e87,1148
6b539cd9,4
6ba717ea,523
6db51ca1,1
6e33e669,3
6eae8991,1
6efebae6,5
6f7fb5e1,1
6f9c1332,3
716bde75,2
71731d69,5
72349a0f,353
72c30e4d,165
7347c632,1
73546fb9,1
7358e05e,615635
73bb60c3,3
73dc2d2c,7
7415ab39,2
74f7b123,90
75145efb,4
751e5784,141
753e3e5a,1089
7569bd93,5
75da5998,1
763bb8f4,3478
764c119f,8
7657b785,13
76bc7b40,131
775e5cc1,5
782708da,394
7839a81f,2
7871ed33,6
78993b8f,1
79bee456,14
79eed3bd,1
7a40f0f7,1
7a62a211,763
7ac75bd5,1
7b38b66f,1
7b5eeb34,4
7b6142ac,1
7bcee11b,56
7c4af157,20
7c706017,12
7dd18837,15
7f063018,3
7f2456a2,1
7f4e844f,56
800a442f,5
806c229f,7
80a50a02,90
826c565e,6802
832fd601,41
838ee678,168
83addf7e,40
83ba06c7,17
842e3a0f,284
843e522b,19
846d92bb,1
84f2c7b2,914
850f0d5c,7
85b0dee3,7
85b351fd,3
85c9a308,4
86ad0937,481
874df7cc,14
88d6e302,19
8914a867,24
895e4685,13
897f9fee,743
89ab7be5,23
89b82751,1
8a165ac0,1
8aa6d33d,1
8b8dda0c,167
8b9d382a,507
8cf38a16,2
8d6d7da6,1
8d7caf7f,24
8d7dfab0,26
8d89827f,4
8d95e4e9,59
8db0ce68,1
8db8bd41,36
8ea37e91,231
8f8f4539,26
90cbac90,35
90e62019,7
91033b24,12
91053657,1
91327056,19
918f6ccc,1
9224b468,850
926a502a,9
92dad1ce,3
93974dc1,1927
941bba63,7
944d313a,1
94779a97,40
949401a1,2
94ffed89,12
9583e285,8
964c9252,1
96855ee1,1
9686963c,1
96bc22bc,19
971bc381,9
97d200c1,56
9915ce0a,7
993ea179,2
995434bd,2
9984cf1f,28
99a755a0,17
9a5367d9,1
9a6fd16e,2618
9ba9bd52,3406
9bf587c5,1
9c1a0df5,1207
9c6fcac8,1
9d639bff,3
9d731457,9
9d8a9c12,27
9e7556cd,5
9e843090,1
9ed5e790,8
9f1328aa,62
9f59d8e6,233
9f876c02,5
a0668166,6
a0a28003,10
a0beb19f,10
a15bb596,10
a163d508,95
a212d143,5
a2b070f1,1
a2c6feb2,5
a2c88308,1
a32c6e86,1
a3456c85,1
a3489141,1
a39da673,1
a3c51e5e,18
a3e97eea,2
a433757f,4
a449e84f,1675
a56af539,1
a580eb24,1
a5889471,2
a5c45176,2
a63a5753,17
a69f5452,2
a7ae052e,3401
a8365b55,1
a877b5f6,4
a8aa8c0b,3
aadb7944,40
aaee95ee,1
aaf9c832,1
ab015469,1
ab1cce1c,1
ab2dd91b,8
aba63798,1
abe8d353,2
ac053825,10
ac7e0a7b,9
ad814bd0,10
ae11308e,1
af42b017,1
af43e1ae,15
af7d6041,41
b0095382,1
b149d645,2444
b16f5d8d,74
b22cdd81,19
b2660bca,4
b334e0ef,77
b43453e1,2
b4667c81,11
b49f6610,6
b4d853ba,1
b4eab5da,4
b57abdf9,11
b6b62969,6
b80edcba,1
b8b19d77,2
b8b88272,105
b8e30d0f,1269
b9018388,20
b93a4062,8
b99da644,6775
b9fc3487,2
ba0e0c23,2
bab83874,9
bb0f270e,73
bb8052e1,7
bce7a984,112
bd63d104,2
bd96efc3,29
bdaf6d7a,123
be5224b5,17
beb4afd2,2948
beb8f53e,4
bfd4faf2,88
c35e1004,1
c3e46160,14
c4397d5d,406
c4dfefa9,2
c5763b84,5
c729a4a4,3
c7e94a4f,10
c87a795f,14
c8ecf80d,19
c9a325aa,1
ca0a3da5,176
caed3358,55
cbde26b5,3
cc197593,2
cc831e82,2
cdbe86f1,32
ced3a817,2
d01113de,1
d069fd30,2
d0e878a7,72
d1ecd665,2
d2764fad,1395
d29e6b9a,68
d2a62dfa,1
d2d11978,2
d3779a6d,1086
d3adf1ce,1
d4478ac2,370
d5e6cda5,132
d63a7a6d,14
d6e62146,1
d6f4cb59,243
d8704c2e,1
d8a4e17d,7
da0984f0,121
da11b015,164
da210563,67
da86d983,2
da9282de,5
dc25839e,1
dca3178a,3999
dd0306a0,4
ddbeab39,1020
de157547,18
de185663,1
de2608c2,12
de7ddf01,202
dea6ca58,10
df3c5660,3
dfa2ea61,2
dff8fff7,54
e0366e95,1
e09b9ab5,3
e0a52788,10
e0f96296,1
e1c32445,2577
e1fdc401,643
e2365e92,395
e27b1941,23
e283a582,62
e2b86af8,1
e3f0c9ed,1
e4be378f,51
e51dfc9f,9
e5780e36,1
e5cd94f3,23
e615afcc,1
e7967282,3
e7b55231,2
e803c9cc,3
e860605c,43
e8faa299,3
e9902424,39
ea1e1465,25
eb2d374c,29
eb4a81b1,434
ed564949,3
eed8f9a9,36
ef3eee70,1
f019e9df,1
f07d7a25,5
f0a67b18,45
f14f8e13,1
f1e00bcc,1
f2118c84,13
f24f83af,11
f2877c7f,1
f2977fc9,4
f3322258,1
f383deb0,5
f398b9e6,27
f3bd35bd,8
f3dc23f1,1
f404f029,77
f40b85e9,337
f55b7236,2
f58affad,1
f62d597f,496
f661f50c,16
f6835705,38
f7ee90f3,3
f81efe23,5
f83db714,2
f8c0d5e8,3
f92d6380,4
f9785477,1
f9d607b5,5
fa0af9a6,4
fa8b6d03,2916
fac33b89,3
fb89e1fc,8
fc160a49,1141
fc662393,2
fc8c5517,3
fc8e66a9,2
fcab254c,95
fcd5ee3d,40
fd292d2a,66
fd2f005f,281
fd409e6e,46
fde55f50,17
feb5a69e,21
ff225e44,2
00d3704e,4
0161ca39,157
01ab369d,302
01b37882,1
01b41cd3,1
01e4d9af,40
021fe215,3
02609b2e,15
03ebab3c,1
043d93b0,1
0476d862,263
05cd8438,1
05ff8283,5
07210136,58
0755a1d2,222
08b5f605,12347
08f79486,8
09084154,1
0952524b,1
0b7c31ea,1
0b88b0e7,1
0b95a7ae,1
0bbf7bef,1
0c7c25f7,9
0cc9d2c9,1
0ce96e5d,56
0f129e27,3
100a8354,1
102c24c6,10
10dd387f,310
11966880,19
11dcae13,2
11e42900,157
121d8808,1
12f7e01d,35
1349fc61,6
137432c4,2
13907a3a,80
14fe8c70,24
15e97998,2
15f32dc4,1
16a99cc7,40
17177c92,8
171812b6,5
1750608a,19
17751d69,1
17df8af5,4205
1809870f,1
1820e15b,311
185ae1af,3
1892a8e8,11
1899e926,1
18cf06a0,115
18fc9b0a,1
19e6e972,2633
1ace0311,9
1b8e11a4,17
1b907c29,18
1b9333e2,4
1bbd66a5,3
1ceffa0f,394
1cf851c5,1
1d81d943,2
1ddeef21,10
1de47a90,16
1e024904,2
1f18af2c,10
1f7e3929,3428
1fdd2b84,1477
208b9c45,4
20c2b7e2,2
20e09aa3,3
216719e4,2
219fd6a8,41
21d925d2,1
221e90fe,2600
2259bf27,15
236daa32,2
23af554b,127
23b5e220,3
240a3db3,1
24749191,89
24c8b540,1
251b1be8,1
255e6881,348
2594c274,4
264fcfe4,1
266835a1,2
267fa1be,1
26aca4d8,34
26f0aceb,93
27d26ec3,8
28534d32,1
2886c5b1,25
289e33f1,1
29117146,77
2939e672,11
2a5a1d58,1
2a683ac1,139
2b01d6b5,9
2bdbbacd,20
2c3336ca,29
2d2fd7de,1
2d734dfe,3
2db5e61f,1
2dd16410,602
2ef803e5,398
2f47e6ce,664
2f88946a,14
308f6063,18
30aa0796,4
314ec98a,1
3192d93f,4
31ab35b6,9
31b15c79,6
31e6dbd8,2
31f76895,12
3211bfbd,84
334e3b19,28
338021e2,2093
33844210,4
34c41859,39
35130757,3
3520e67e,1
3769a3f5,48
37c92938,394
38048498,6
381edf75,1
3867a01b,14
38dda97f,538
38e04221,26
39790fb7,15
39e057e6,52
3a2cb61f,1
3b18416f,7
3b21ee65,23
3b8ffb56,33
3ba4ae14,5
3c03282e,7
3c87c8dc,225
3c904ea0,54
3d337ad0,48
3d5d8355,1
3d7c7767,101
3dd0910c,15
3de74225,4
3e374b59,21
3e391cc1,45
3f6c06b2,12
3fd13ad5,2
4096c256,161
41d0aa21,4479
4208a128,1
42141e1a,1
426eb7ed,334
43419a3b,17
43e71b2b,797
444c9489,132
447d5bb7,1
456fa963,3
45e109f5,1
460f4063,4567
462b87f0,12
46302f05,1
4671517f,3
46bafb5d,6
46fb8583,13
47e1d3ea,6565
4892a90e,4
48d50595,3
4a017680,12
4bd5a9c1,3
4c4397e9,3
4c6cb154,2
4d19abdc,8
4d44c3dd,42
4d4a0c7c,101
4d7412f0,3
4db3dda8,1
4e031e68,14
4fed637d,1
50c219b9,211
513e0a8f,8
516e622c,2
517c762d,7
51ce25f4,1
51e5a1aa,178
52099d06,28
522b08e0,4
52e8f9fa,1
52eda661,30
5333c96c,1
540f3454,2
5443e949,37
5562cfc8,63
55f77875,58
5623c879,1
56c7005e,30
56eaf240,18
5724e3e1,1421
57d69fc0,495
5822280f,2
58f8e635,18
593fa07a,5
594b8b8a,1
59ca80c4,425
59d08643,1
59d4b909,3
5a541527,36
5a5e2909,247
5b3a1322,43
5b64dd72,45
5b7849f5,1
5c672000,20
5cabeb27,43
5cd271fd,2
5d2bc51d,7
5d94953f,2
5e079aff,121
5e6ff8cd,110
5f87c4d5,1
60817459,1
608c89eb,3
6099c54a,2359
60a12a1b,11
615b1e85,4
6169d830,3
616b7f5e,4
61995226,1
627bfa57,2
62a4a8d0,36
636827f1,7
63a69ae2,1
63ce6b62,203
63e5c87d,8
64e65568,6
65f44747,2
6702e809,53
671a8ec9,14
67370392,38
67c933b8,3
680d6760,85
682f8c46,6
6889fc06,1
691c3665,30
696fe9ed,3
6a26a3ee,430
6a4aa7b5,6
6a4f4821,15
6ac05224,2
6ac46fb5,1
6b656ab8,226
6b7fb1fc,20
6b8c85fc,2
6ca59f27,2
6d087437,1
6d8167f3,15
6dae6a9e,1
6e3a5b7c,5
6e4608f6,10
6e682878,1
6ee1057a,2
6f773f0b,36
6fc437c4,9
6fef5db2,23765
70395d07,4
7107cdc5,1
713470f5,6
71600ddf,3
71792cac,1
71ae148c,356
71b12b3a,716
71b4e336,1
71bbca9d,1
71c58daf,20
7201cf9b,9
72ec120e,1
73711753,985
7376b09d,11
7466942d,2958
74764a0a,209
74d3b246,179
75759a0b,2556
75aede67,29
75beaf46,72
75e10d0d,14
76f3b2a5,28
771720e0,6
788623db,1
78dc3f80,6
79a867de,6
79c79f89,462
79e866c9,1
7a288b48,105
7a674f54,265
7b2a54cb,36
7b4830eb,2
7b6823f7,50
7c7508aa,28094
7cb3a6a1,2
7d8dd9d1,2
7e8c4294,649
7e9074c4,923
7f4ffee9,3
7f75a01a,1
7fa01e47,187
7feb1979,11
7ff2abb7,39
8029dc94,6
81d82da1,49
81d895c9,603
820df4b2,771
8311368f,23
8486dd4e,13233
84a4e26e,2
84f7fd32,16
85144765,26
85689c89,3
8666b33e,36
86878c4a,2
869b6e83,267
86cbcf90,129
87b03d08,1
88739f6d,42
88b973b6,10
88d687c0,1984
89ce3099,15
8a403fbf,39
8afc4f21,20
8bcb1385,4724
8be5974d,4879
8bf37a38,284
8c3bc5a0,47
8cbef0d0,54
8cdc9c24,1709
8dd1a89e,1
8df0e2ac,3
8e76928b,2
8ebbd7b0,88
8f152a18,1
8f318b63,2
8fa8b3fc,23
90a180a0,48
91227c44,15
91483574,36
914fa925,33
9167bcdc,1
91dc2748,1
92a14f30,320
92f3cb07,169
92f5f4e1,1
9305da74,4
933f7dc6,1
94051545,3
94686964,11
94968ad1,1
954ebe39,1
956b34da,1
95dbb929,65
965b431f,160
96a8df50,2
96faf162,226
971bde62,77
973729d6,1
979d0c43,4
986660b7,24
988162f8,9
988ff503,7
98dd93a9,1
9bc5f7f1,72
9bde856d,149
9c198883,6
9c3e3836,1
9cb62025,1
9d685ae8,1343
9e7f7791,43
9e8612df,71
9eca32cf,3
9ee22696,4
9eefe005,83
9f13825e,386
9f3a8ea5,5
9ff390a4,2
a0091dee,1
a0fc55e5,14778
a105f837,4
a12ab20a,210
a1f9f9dd,6
a234e358,20
a26b40c7,1
a2b53d73,2
a2ff3fa3,5
a34128b6,1
a387b1cf,3
a418a48b,3
a4444716,129
a49221d3,1
a52115fb,1674
a537f439,19
a5de7831,2
a6127154,3
a616fcdc,96
a762c830,13
a7bbaf74,1118
a80d57fa,9
a87528d4,466
a89b4fda,9
a8fbcad8,5
a90badf1,5
a97b17d0,47815
a98ed324,53
a9a8256a,9
ab42b06b,42
abe36196,3
abf47b8a,53
abfe6080,5206
ac5c7ddc,1
ac629218,3
ac73dad3,3
acc6fec2,3
acde414c,7
ad6e722f,2
ae008bc6,1
ae49bcf8,19
ae55dff7,8
ae62b8d5,2423
aec04f6d,2
aedc6a2c,70
af0b0b8d,1
af3bf26e,3
af89fc8b,586
b0af0ac1,13
b0af65f3,1
b191c291,58
b33ff587,288
b3d25d00,2
b3e54399,1
b4b9c12b,11
b52a6819,3
b5d00029,1
b5e6b5ff,4333
b61a771d,7
b629555f,5
b6f23c6e,1
b7a813b3,121
b82d16bb,13
b8656fc7,71
b8c2b5d6,55
b928a5bf,4
b9b7d452,1
b9e1162c,30
b9ee966c,3
ba5a6bc8,2
bb4ee5cd,4
bcb36bc0,2
bcb8975e,84
bcd33e19,84
bdd9b118,1
be6fac8d,3
bea1aa17,2
bf4f4ee0,302
bf5bb3d5,3
bf676bc5,1
bf6b9c52,33
bfdc7e0f,10
bff1f11d,2
c105f675,19189
c235c973,2
c2a38799,13
c310d901,4
c3566bd2,11
c3f2a8b0,2
c43cf2fc,1
c485fb79,32
c4b726d8,8
c54a2191,24
c667d46a,1
c715cbea,9
c7358b2b,1
c79ee7df,37
c7a47f5f,618
c857af4d,1
c86094b7,50
c87e9548,3
